data do lanamento	data da efetivao	status	transao	identificador de antecipao	status da transao	descrio	parcela	valor	nome do produto	saldo
01/01/2023	16/01/2023	efetivado	hp10116725924705		completo	comisso de venda		17.00	foguete play + ao vivo	491.74
01/01/2023	16/01/2023	efetivado	hp41616725924786		completo	tarifa hotmart		-1.54	foguete play + ao vivo	474.74
01/01/2023	16/01/2023	efetivado	hp41616725924786		completo	comisso co-produtor		-6.53	foguete play + ao vivo	476.28
01/01/2023	16/01/2023	efetivado	hp41616725924786		completo	comisso co-produtor		-7.25	foguete play + ao vivo	482.81
01/01/2023	16/01/2023	efetivado	hp41616725924786		completo	comisso de venda		16.04	foguete play + ao vivo	490.06
01/01/2023	16/01/2023	efetivado	hp19016725918468		completo	tarifa hotmart		-0.98	foguete play	474.02
01/01/2023	16/01/2023	efetivado	hp19016725918468		completo	comisso co-produtor		-2.89	foguete play	475.00
01/01/2023	16/01/2023	efetivado	hp19016725918468		completo	comisso co-produtor		-3.21	foguete play	477.89
01/01/2023	16/01/2023	efetivado	hp19016725918468		completo	comisso de venda		7.40	foguete play	481.10
01/01/2023	16/01/2023	efetivado	hp10216725813631		completo	tarifa hotmart		-0.92	foguete play	473.70
01/01/2023	16/01/2023	efetivado	hp10216725813631		completo	comisso co-produtor		-2.52	foguete play	474.62
01/01/2023	16/01/2023	efetivado	hp10216725813631		completo	comisso co-produtor		-2.81	foguete play	477.14
01/01/2023	16/01/2023	efetivado	hp10216725813631		completo	comisso de venda		6.53	foguete play	479.95
01/01/2023	16/01/2023	efetivado	hp19516725807124		completo	comisso afiliado		0.00	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp19516725807124		completo	comisso co-produtor		0.00	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp19516725807124		completo	comisso co-produtor		0.00	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp19516725807124		completo	tarifa hotmart		0.00	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp19516725807124		completo	comisso de venda		0.00	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp18216725801722		completo	tarifa hotmart		-1.09	foguete play + ao vivo	473.42
01/01/2023	16/01/2023	efetivado	hp18216725801722		completo	comisso co-produtor		-3.56	foguete play + ao vivo	474.51
01/01/2023	16/01/2023	efetivado	hp18216725801722		completo	comisso co-produtor		-3.96	foguete play + ao vivo	478.07
01/01/2023	16/01/2023	efetivado	hp18216725801722		completo	comisso de venda		9.00	foguete play + ao vivo	482.03
01/01/2023	16/01/2023	efetivado	hp18516725791068		completo	tarifa hotmart		-0.96	foguete play	473.03
01/01/2023	16/01/2023	efetivado	hp18516725791068		completo	comisso co-produtor		-2.72	foguete play	473.99
01/01/2023	16/01/2023	efetivado	hp18516725791068		completo	comisso co-produtor		-3.02	foguete play	476.71
01/01/2023	16/01/2023	efetivado	hp18516725791068		completo	comisso de venda		7.00	foguete play	479.73
01/01/2023	16/01/2023	efetivado	hp11316725775638		completo	tarifa hotmart		-1.09	foguete play	472.73
01/01/2023	16/01/2023	efetivado	hp11316725775638		completo	comisso co-produtor		-1.78	foguete play	473.82
01/01/2023	16/01/2023	efetivado	hp11316725775638		completo	comisso co-produtor		-1.98	foguete play	475.60
01/01/2023	16/01/2023	efetivado	hp11316725775638		completo	comisso afiliado		-3.96	foguete play	477.58
01/01/2023	16/01/2023	efetivado	hp11316725775638		completo	comisso de venda		9.00	foguete play	481.54
31/12/2022	15/01/2023	efetivado	hp47016725048394		completo	tarifa hotmart		-0.98	lapopollonio 2.0 - srie turbinada de glteo com rachel apollonio	472.54
31/12/2022	15/01/2023	efetivado	hp47016725048394		completo	comisso de venda		7.38	lapopollonio 2.0 - srie turbinada de glteo com rachel apollonio	473.52
31/12/2022	15/01/2023	efetivado	hp15516725036121		completo	tarifa hotmart		-0.96	foguete play	466.14
31/12/2022	15/01/2023	efetivado	hp15516725036121		completo	comisso co-produtor		-1.36	foguete play	467.10
31/12/2022	15/01/2023	efetivado	hp15516725036121		completo	comisso co-produtor		-1.51	foguete play	468.46
31/12/2022	15/01/2023	efetivado	hp15516725036121		completo	comisso afiliado		-3.02	foguete play	469.97
31/12/2022	15/01/2023	efetivado	hp15516725036121		completo	comisso de venda		7.00	foguete play	472.99
31/12/2022	15/01/2023	efetivado	hp49216724962181		completo	tarifa hotmart		-0.96	foguete play	465.99
31/12/2022	15/01/2023	efetivado	hp49216724962181		completo	comisso co-produtor		-2.72	foguete play	466.95
31/12/2022	15/01/2023	efetivado	hp49216724962181		completo	comisso co-produtor		-3.02	foguete play	469.67
31/12/2022	15/01/2023	efetivado	hp49216724962181		completo	comisso de venda		7.00	foguete play	472.69
31/12/2022	15/01/2023	efetivado	hp42216724926393		completo	tarifa hotmart		-1.74	foguete play + ao vivo	465.69
31/12/2022	15/01/2023	efetivado	hp42216724926393		completo	comisso co-produtor		-7.77	foguete play + ao vivo	467.43
31/12/2022	15/01/2023	efetivado	hp42216724926393		completo	comisso co-produtor		-8.63	foguete play + ao vivo	475.20
31/12/2022	15/01/2023	efetivado	hp42216724926393		completo	comisso de venda		19.00	foguete play + ao vivo	483.83
31/12/2022	15/01/2023	efetivado	hp16316724926366		completo	tarifa hotmart		-0.98	foguete play	464.83
31/12/2022	15/01/2023	efetivado	hp16316724926366		completo	comisso co-produtor		-2.88	foguete play	465.81
31/12/2022	15/01/2023	efetivado	hp16316724926366		completo	comisso co-produtor		-3.20	foguete play	468.69
31/12/2022	15/01/2023	efetivado	hp16316724926366		completo	comisso de venda		7.38	foguete play	471.89
31/12/2022	15/01/2023	efetivado	hp10816724903061		completo	tarifa hotmart		-0.96	foguete play	464.51
31/12/2022	15/01/2023	efetivado	hp10816724903061		completo	comisso co-produtor		-2.72	foguete play	465.47
31/12/2022	15/01/2023	efetivado	hp10816724903061		completo	comisso co-produtor		-3.02	foguete play	468.19
31/12/2022	15/01/2023	efetivado	hp10816724903061		completo	comisso de venda		7.00	foguete play	471.21
30/12/2022	14/01/2023	efetivado	hp14716724347328		completo	tarifa hotmart		-0.96	foguete play	464.21
30/12/2022	14/01/2023	efetivado	hp14716724347328		completo	comisso co-produtor		-2.72	foguete play	465.17
30/12/2022	14/01/2023	efetivado	hp14716724347328		completo	comisso co-produtor		-3.02	foguete play	467.89
30/12/2022	14/01/2023	efetivado	hp14716724347328		completo	comisso de venda		7.00	foguete play	470.91
30/12/2022	14/01/2023	efetivado	hp19816724347517		completo	comisso co-produtor		0.00	foguete play	463.91
30/12/2022	14/01/2023	efetivado	hp19816724347517		completo	comisso co-produtor		0.00	foguete play	463.91
30/12/2022	14/01/2023	efetivado	hp19816724347517		completo	tarifa hotmart		0.00	foguete play	463.91
30/12/2022	14/01/2023	efetivado	hp19816724347517		completo	comisso de venda		0.00	foguete play	463.91
30/12/2022	14/01/2023	efetivado	hp16816724164590		completo	tarifa hotmart		-1.48	foguete play + ao vivo	463.91
30/12/2022	14/01/2023	efetivado	hp16816724164590		completo	comisso co-produtor		-3.04	foguete play + ao vivo	465.39
30/12/2022	14/01/2023	efetivado	hp16816724164590		completo	comisso co-produtor		-3.38	foguete play + ao vivo	468.43
30/12/2022	14/01/2023	efetivado	hp16816724164590		completo	comisso afiliado		-6.76	foguete play + ao vivo	471.81
30/12/2022	14/01/2023	efetivado	hp16816724164590		completo	comisso de venda		15.00	foguete play + ao vivo	478.57
30/12/2022	14/01/2023	efetivado	hp15316724149260		completo	tarifa hotmart		-0.89	foguete play	463.57
30/12/2022	14/01/2023	efetivado	hp15316724149260		completo	comisso co-produtor		-2.28	foguete play	464.46
30/12/2022	14/01/2023	efetivado	hp15316724149260		completo	comisso co-produtor		-2.53	foguete play	466.74
30/12/2022	14/01/2023	efetivado	hp15316724149260		completo	comisso de venda		5.95	foguete play	469.27
30/12/2022	14/01/2023	efetivado	hp19116724145876		completo	tarifa hotmart		-0.99	foguete play	463.32
30/12/2022	14/01/2023	efetivado	hp19116724145876		completo	comisso co-produtor		-2.92	foguete play	464.31
30/12/2022	14/01/2023	efetivado	hp19116724145876		completo	comisso co-produtor		-3.24	foguete play	467.23
30/12/2022	14/01/2023	efetivado	hp19116724145876		completo	comisso de venda		7.47	foguete play	470.47
30/12/2022	14/01/2023	efetivado	hp19516724128487		completo	tarifa hotmart		-0.96	foguete play	463.00
30/12/2022	14/01/2023	efetivado	hp19516724128487		completo	comisso co-produtor		-1.36	foguete play	463.96
30/12/2022	14/01/2023	efetivado	hp19516724128487		completo	comisso co-produtor		-1.51	foguete play	465.32
30/12/2022	14/01/2023	efetivado	hp19516724128487		completo	comisso afiliado		-3.02	foguete play	466.83
30/12/2022	14/01/2023	efetivado	hp19516724128487		completo	comisso de venda		7.00	foguete play	469.85
30/12/2022	14/01/2023	efetivado	hp47016724120195		completo	tarifa hotmart		-0.96	foguete play	462.85
30/12/2022	14/01/2023	efetivado	hp47016724120195		completo	comisso co-produtor		-1.36	foguete play	463.81
30/12/2022	14/01/2023	efetivado	hp47016724120195		completo	comisso co-produtor		-1.51	foguete play	465.17
30/12/2022	14/01/2023	efetivado	hp47016724120195		completo	comisso afiliado		-3.02	foguete play	466.68
30/12/2022	14/01/2023	efetivado	hp47016724120195		completo	comisso de venda		7.00	foguete play	469.70
30/12/2022	14/01/2023	efetivado	hp11116724118515		completo	tarifa hotmart		-0.96	foguete play	462.70
30/12/2022	14/01/2023	efetivado	hp11116724118515		completo	comisso co-produtor		-1.36	foguete play	463.66
30/12/2022	14/01/2023	efetivado	hp11116724118515		completo	comisso co-produtor		-1.51	foguete play	465.02
30/12/2022	14/01/2023	efetivado	hp11116724118515		completo	comisso afiliado		-3.02	foguete play	466.53
30/12/2022	14/01/2023	efetivado	hp11116724118515		completo	comisso de venda		7.00	foguete play	469.55
30/12/2022	14/01/2023	efetivado	hp17316724108353		completo	tarifa hotmart		-0.98	foguete play	462.55
30/12/2022	14/01/2023	efetivado	hp17316724108353		completo	comisso co-produtor		-2.87	foguete play	463.53
30/12/2022	14/01/2023	efetivado	hp17316724108353		completo	comisso co-produtor		-3.19	foguete play	466.40
30/12/2022	14/01/2023	efetivado	hp17316724108353		completo	comisso de venda		7.36	foguete play	469.59
30/12/2022	14/01/2023	efetivado	hp10416724097377		completo	comisso co-produtor		0.00	foguete play	462.23
30/12/2022	14/01/2023	efetivado	hp10416724097377		completo	comisso co-produtor		0.00	foguete play	462.23
30/12/2022	14/01/2023	efetivado	hp10416724097377		completo	tarifa hotmart		0.00	foguete play	462.23
30/12/2022	14/01/2023	efetivado	hp10416724097377		completo	comisso de venda		0.00	foguete play	462.23
30/12/2022	14/01/2023	efetivado	hp10716724088977		completo	tarifa hotmart		-1.74	foguete play + ao vivo	462.23
30/12/2022	14/01/2023	efetivado	hp10716724088977		completo	comisso afiliado		-3.45	foguete play + ao vivo	463.97
30/12/2022	14/01/2023	efetivado	hp10716724088977		completo	comisso co-produtor		-6.21	foguete play + ao vivo	467.42
30/12/2022	14/01/2023	efetivado	hp10716724088977		completo	comisso co-produtor		-6.91	foguete play + ao vivo	473.63
30/12/2022	14/01/2023	efetivado	hp10716724088977		completo	comisso de venda		19.00	foguete play + ao vivo	480.54
30/12/2022	14/01/2023	efetivado	hp11516724088002		completo	tarifa hotmart		-3.04	foguete play + ao vivo	461.54
30/12/2022	14/01/2023	efetivado	hp11516724088002		completo	comisso co-produtor		-16.18	foguete play + ao vivo	464.58
30/12/2022	14/01/2023	efetivado	hp11516724088002		completo	comisso co-produtor		-17.98	foguete play + ao vivo	480.76
30/12/2022	14/01/2023	efetivado	hp11516724088002		completo	comisso de venda		39.00	foguete play + ao vivo	498.74
30/12/2022	14/01/2023	efetivado	hp15916724080305		completo	comisso co-produtor		0.00	foguete play + ao vivo	459.74
30/12/2022	14/01/2023	efetivado	hp15916724080305		completo	comisso co-produtor		0.00	foguete play + ao vivo	459.74
30/12/2022	14/01/2023	efetivado	hp15916724080305		completo	tarifa hotmart		0.00	foguete play + ao vivo	459.74
30/12/2022	14/01/2023	efetivado	hp15916724080305		completo	comisso de venda		0.00	foguete play + ao vivo	459.74
30/12/2022	14/01/2023	efetivado	hp43316724071698		completo	tarifa hotmart		-0.85	foguete play	459.74
30/12/2022	14/01/2023	efetivado	hp43316724071698		completo	comisso co-produtor		-2.02	foguete play	460.59
30/12/2022	14/01/2023	efetivado	hp43316724071698		completo	comisso co-produtor		-2.24	foguete play	462.61
30/12/2022	14/01/2023	efetivado	hp43316724071698		completo	comisso de venda		5.33	foguete play	464.85
30/12/2022	14/01/2023	efetivado	hp45116724068244		completo	tarifa hotmart		-0.96	foguete play	459.52
30/12/2022	14/01/2023	efetivado	hp45116724068244		completo	comisso co-produtor		-2.72	foguete play	460.48
30/12/2022	14/01/2023	efetivado	hp45116724068244		completo	comisso co-produtor		-3.02	foguete play	463.20
30/12/2022	14/01/2023	efetivado	hp45116724068244		completo	comisso de venda		7.00	foguete play	466.22
30/12/2022	14/01/2023	efetivado	hp42216724057256		completo	tarifa hotmart		-1.28	foguete play + ao vivo	459.22
30/12/2022	14/01/2023	efetivado	hp42216724057256		completo	comisso co-produtor		-4.85	foguete play + ao vivo	460.50
30/12/2022	14/01/2023	efetivado	hp42216724057256		completo	comisso co-produtor		-5.39	foguete play + ao vivo	465.35
30/12/2022	14/01/2023	efetivado	hp42216724057256		completo	comisso de venda		12.06	foguete play + ao vivo	470.74
30/12/2022	14/01/2023	efetivado	hp45116724045091		completo	tarifa hotmart		-1.28	foguete play	458.68
30/12/2022	14/01/2023	efetivado	hp45116724045091		completo	comisso co-produtor		-4.85	foguete play	459.96
30/12/2022	14/01/2023	efetivado	hp45116724045091		completo	comisso co-produtor		-5.39	foguete play	464.81
30/12/2022	14/01/2023	efetivado	hp45116724045091		completo	comisso de venda		12.06	foguete play	470.20
30/12/2022	14/01/2023	efetivado	hp14316724038330		completo	tarifa hotmart		-1.09	foguete play	458.14
30/12/2022	14/01/2023	efetivado	hp14316724038330		completo	comisso co-produtor		-3.56	foguete play	459.23
30/12/2022	14/01/2023	efetivado	hp14316724038330		completo	comisso co-produtor		-3.96	foguete play	462.79
30/12/2022	14/01/2023	efetivado	hp14316724038330		completo	comisso de venda		9.00	foguete play	466.75
30/12/2022	14/01/2023	efetivado	hp11116723989851		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
30/12/2022	14/01/2023	efetivado	hp11116723989851		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
30/12/2022	14/01/2023	efetivado	hp11116723989851		completo	tarifa hotmart		0.00	foguete play + ao vivo	457.75
30/12/2022	14/01/2023	efetivado	hp11116723989851		completo	comisso de venda		0.00	foguete play + ao vivo	457.75
29/12/2022	14/01/2023	efetivado	hp13216723603912		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
29/12/2022	14/01/2023	efetivado	hp13216723603912		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
29/12/2022	14/01/2023	efetivado	hp13216723603912		completo	tarifa hotmart		0.00	foguete play + ao vivo	457.75
29/12/2022	14/01/2023	efetivado	hp13216723603912		completo	comisso de venda		0.00	foguete play + ao vivo	457.75
29/12/2022	13/01/2023	efetivado	hp16416723359503		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
29/12/2022	13/01/2023	efetivado	hp16416723359503		completo	comisso co-produtor		0.00	foguete play + ao vivo	457.75
29/12/2022	13/01/2023	efetivado	hp16416723359503		completo	tarifa hotmart		0.00	foguete play + ao vivo	457.75
29/12/2022	13/01/2023	efetivado	hp16416723359503		completo	comisso de venda		0.00	foguete play + ao vivo	457.75
29/12/2022	13/01/2023	efetivado	hp10416723359543		completo	comisso co-produtor		-0.63	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	457.75
29/12/2022	13/01/2023	efetivado	hp10416723359543		completo	comisso co-produtor		-1.26	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	458.38
29/12/2022	13/01/2023	efetivado	hp10416723359543		completo	tarifa hotmart		-1.41	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	459.64
29/12/2022	13/01/2023	efetivado	hp10416723359543		completo	comisso de venda		14.00	"30% off no combo ""vem, tanquinho 2.0 com bruna griphao"" + ""lapopollonio 2.0 com rachel apollonio"""	461.05
29/12/2022	13/01/2023	efetivado	hp13816723275300		completo	tarifa hotmart		-1.41	foguete play + ao vivo	447.05
29/12/2022	13/01/2023	efetivado	hp13816723275300		completo	comisso co-produtor		-5.67	foguete play + ao vivo	448.46
29/12/2022	13/01/2023	efetivado	hp13816723275300		completo	comisso co-produtor		-6.30	foguete play + ao vivo	454.13
29/12/2022	13/01/2023	efetivado	hp13816723275300		completo	comisso de venda		14.00	foguete play + ao vivo	460.43
29/12/2022	13/01/2023	efetivado	hp15416723274286		completo	tarifa hotmart		-2.71	foguete play + ao vivo	446.43
29/12/2022	13/01/2023	efetivado	hp15416723274286		completo	comisso co-produtor		-14.08	foguete play + ao vivo	449.14
29/12/2022	13/01/2023	efetivado	hp15416723274286		completo	comisso co-produtor		-15.65	foguete play + ao vivo	463.22
29/12/2022	13/01/2023	efetivado	hp15416723274286		completo	comisso de venda		34.00	foguete play + ao vivo	478.87
29/12/2022	13/01/2023	efetivado	hp10616723266341		completo	tarifa hotmart		-0.96	foguete play	444.87
29/12/2022	13/01/2023	efetivado	hp10616723266341		completo	comisso co-produtor		-2.72	foguete play	445.83
29/12/2022	13/01/2023	efetivado	hp10616723266341		completo	comisso co-produtor		-3.02	foguete play	448.55
29/12/2022	13/01/2023	efetivado	hp10616723266341		completo	comisso de venda		7.00	foguete play	451.57
29/12/2022	13/01/2023	efetivado	hp47416723254584		completo	tarifa hotmart		-0.96	foguete play	444.57
29/12/2022	13/01/2023	efetivado	hp47416723254584		completo	comisso afiliado		-1.81	foguete play	445.53
29/12/2022	13/01/2023	efetivado	hp47416723254584		completo	comisso co-produtor		-1.90	foguete play	447.34
29/12/2022	13/01/2023	efetivado	hp47416723254584		completo	comisso co-produtor		-2.12	foguete play	449.24
29/12/2022	13/01/2023	efetivado	hp47416723254584		completo	comisso de venda		7.00	foguete play	451.36
29/12/2022	13/01/2023	efetivado	hp13616723250591		completo	tarifa hotmart		-0.96	foguete play	444.36
29/12/2022	13/01/2023	efetivado	hp13616723250591		completo	comisso co-produtor		-2.72	foguete play	445.32
29/12/2022	13/01/2023	efetivado	hp13616723250591		completo	comisso co-produtor		-3.02	foguete play	448.04
29/12/2022	13/01/2023	efetivado	hp13616723250591		completo	comisso de venda		7.00	foguete play	451.06
29/12/2022	13/01/2023	efetivado	hp16516723227941		completo	tarifa hotmart		-0.90	foguete play	444.06
29/12/2022	13/01/2023	efetivado	hp16516723227941		completo	comisso co-produtor		-2.34	foguete play	444.96
29/12/2022	13/01/2023	efetivado	hp16516723227941		completo	comisso co-produtor		-2.60	foguete play	447.30
29/12/2022	13/01/2023	efetivado	hp16516723227941		completo	comisso de venda		6.09	foguete play	449.90
29/12/2022	13/01/2023	efetivado	hp15916723182432		completo	tarifa hotmart		-1.09	foguete play	443.81
29/12/2022	13/01/2023	efetivado	hp15916723182432		completo	comisso co-produtor		-3.56	foguete play	444.90
29/12/2022	13/01/2023	efetivado	hp15916723182432		completo	comisso co-produtor		-3.96	foguete play	448.46
29/12/2022	13/01/2023	efetivado	hp15916723182432		completo	comisso de venda		9.00	foguete play	452.42
29/12/2022	13/01/2023	efetivado	hp15716723175633		completo	tarifa hotmart		-1.10	foguete play	443.42
29/12/2022	13/01/2023	efetivado	hp15716723175633		completo	comisso co-produtor		-1.81	foguete play	444.52
29/12/2022	13/01/2023	efetivado	hp15716723175633		completo	comisso co-produtor		-2.02	foguete play	446.33
29/12/2022	13/01/2023	efetivado	hp15716723175633		completo	comisso afiliado		-4.04	foguete play	448.35
29/12/2022	13/01/2023	efetivado	hp15716723175633		completo	comisso de venda		9.17	foguete play	452.39
29/12/2022	13/01/2023	efetivado	hp16316723173494		completo	tarifa hotmart		-1.91	foguete play	443.22
29/12/2022	13/01/2023	efetivado	hp16316723173494		completo	comisso co-produtor		-8.92	foguete play	445.13
29/12/2022	13/01/2023	efetivado	hp16316723173494		completo	comisso co-produtor		-9.92	foguete play	454.05
29/12/2022	13/01/2023	efetivado	hp16316723173494		completo	comisso de venda		21.74	foguete play	463.97
29/12/2022	13/01/2023	efetivado	hp48116723154203		completo	tarifa hotmart		-1.39	foguete play	442.23
29/12/2022	13/01/2023	efetivado	hp48116723154203		completo	comisso co-produtor		-5.51	foguete play	443.62
29/12/2022	13/01/2023	efetivado	hp48116723154203		completo	comisso co-produtor		-6.13	foguete play	449.13
29/12/2022	13/01/2023	efetivado	hp48116723154203		completo	comisso de venda		13.64	foguete play	455.26
29/12/2022	13/01/2023	efetivado	hp18716723152304		completo	tarifa hotmart		-1.48	foguete play	441.62
29/12/2022	13/01/2023	efetivado	hp18716723152304		completo	comisso co-produtor		-6.08	foguete play	443.10
29/12/2022	13/01/2023	efetivado	hp18716723152304		completo	comisso co-produtor		-6.76	foguete play	449.18
29/12/2022	13/01/2023	efetivado	hp18716723152304		completo	comisso de venda		15.00	foguete play	455.94
16/08/2022	13/01/2023	efetivado	hp13516606865298		completo	tarifa hotmart 10/12		-0.69	foguete play + ao vivo	440.94
16/08/2022	13/01/2023	efetivado	hp13516606865298		completo	comisso co-produtor 10/12		-4.17	foguete play + ao vivo	441.63
16/08/2022	13/01/2023	efetivado	hp13516606865298		completo	comisso de venda 10/12		9.97	foguete play + ao vivo	445.80
28/12/2022	12/01/2023	efetivado	hp10616722460751		completo	tarifa hotmart		-0.96	foguete play	435.83
28/12/2022	12/01/2023	efetivado	hp10616722460751		completo	comisso co-produtor		-2.72	foguete play	436.79
28/12/2022	12/01/2023	efetivado	hp10616722460751		completo	comisso co-produtor		-3.02	foguete play	439.51
28/12/2022	12/01/2023	efetivado	hp10616722460751		completo	comisso de venda		7.00	foguete play	442.53
28/12/2022	12/01/2023	efetivado	hp46516722454596		completo	tarifa hotmart		-0.93	foguete play	435.53
28/12/2022	12/01/2023	efetivado	hp46516722454596		completo	comisso co-produtor		-2.58	foguete play	436.46
28/12/2022	12/01/2023	efetivado	hp46516722454596		completo	comisso co-produtor		-2.87	foguete play	439.04
28/12/2022	12/01/2023	efetivado	hp46516722454596		completo	comisso de venda		6.67	foguete play	441.91
28/12/2022	12/01/2023	efetivado	hp48916722452097		completo	tarifa hotmart		-1.61	foguete play + ao vivo	435.24
28/12/2022	12/01/2023	efetivado	hp48916722452097		completo	comisso co-produtor		-6.93	foguete play + ao vivo	436.85
28/12/2022	12/01/2023	efetivado	hp48916722452097		completo	comisso co-produtor		-7.70	foguete play + ao vivo	443.78
28/12/2022	12/01/2023	efetivado	hp48916722452097		completo	comisso de venda		17.00	foguete play + ao vivo	451.48
28/12/2022	12/01/2023	efetivado	hp17416722448445		completo	tarifa hotmart		-0.93	foguete play	434.48
28/12/2022	12/01/2023	efetivado	hp17416722448445		completo	comisso co-produtor		-2.54	foguete play	435.41
28/12/2022	12/01/2023	efetivado	hp17416722448445		completo	comisso co-produtor		-2.82	foguete play	437.95
28/12/2022	12/01/2023	efetivado	hp17416722448445		completo	comisso de venda		6.57	foguete play	440.77
28/12/2022	12/01/2023	efetivado	hp19516722428335		completo	tarifa hotmart		-0.98	foguete play	434.20
28/12/2022	12/01/2023	efetivado	hp19516722428335		completo	comisso co-produtor		-1.72	foguete play	435.18
28/12/2022	12/01/2023	efetivado	hp19516722428335		completo	comisso co-produtor		-1.91	foguete play	436.90
28/12/2022	12/01/2023	efetivado	hp19516722428335		completo	comisso afiliado		-2.54	foguete play	438.81
28/12/2022	12/01/2023	efetivado	hp19516722428335		completo	comisso de venda		7.34	foguete play	441.35
28/12/2022	12/01/2023	efetivado	hp13616722414018		completo	tarifa hotmart		-2.71	foguete play + ao vivo	434.01
28/12/2022	12/01/2023	efetivado	hp13616722414018		completo	comisso co-produtor		-14.08	foguete play + ao vivo	436.72
28/12/2022	12/01/2023	efetivado	hp13616722414018		completo	comisso co-produtor		-15.65	foguete play + ao vivo	450.80
28/12/2022	12/01/2023	efetivado	hp13616722414018		completo	comisso de venda		34.00	foguete play + ao vivo	466.45
28/12/2022	12/01/2023	efetivado	hp18616722409667		completo	tarifa hotmart		-0.96	foguete play	432.45
28/12/2022	12/01/2023	efetivado	hp18616722409667		completo	comisso co-produtor		-2.72	foguete play	433.41
28/12/2022	12/01/2023	efetivado	hp18616722409667		completo	comisso co-produtor		-3.02	foguete play	436.13
28/12/2022	12/01/2023	efetivado	hp18616722409667		completo	comisso de venda		7.00	foguete play	439.15
28/12/2022	12/01/2023	efetivado	hp10316722409044		completo	tarifa hotmart		-0.96	foguete play	432.15
28/12/2022	12/01/2023	efetivado	hp10316722409044		completo	comisso co-produtor		-2.72	foguete play	433.11
28/12/2022	12/01/2023	efetivado	hp10316722409044		completo	comisso co-produtor		-3.02	foguete play	435.83
28/12/2022	12/01/2023	efetivado	hp10316722409044		completo	comisso de venda		7.00	foguete play	438.85
28/12/2022	12/01/2023	efetivado	hp44016722406172		completo	tarifa hotmart		-0.96	foguete play	431.85
28/12/2022	12/01/2023	efetivado	hp44016722406172		completo	comisso co-produtor		-2.72	foguete play	432.81
28/12/2022	12/01/2023	efetivado	hp44016722406172		completo	comisso co-produtor		-3.02	foguete play	435.53
28/12/2022	12/01/2023	efetivado	hp44016722406172		completo	comisso de venda		7.00	foguete play	438.55
28/12/2022	12/01/2023	efetivado	hp14716722387131		completo	tarifa hotmart		-2.78	foguete play + ao vivo	431.55
28/12/2022	12/01/2023	efetivado	hp14716722387131		completo	comisso co-produtor		-8.70	foguete play + ao vivo	434.33
28/12/2022	12/01/2023	efetivado	hp14716722387131		completo	comisso co-produtor		-9.67	foguete play + ao vivo	443.03
28/12/2022	12/01/2023	efetivado	hp14716722387131		completo	comisso afiliado		-12.89	foguete play + ao vivo	452.70
28/12/2022	12/01/2023	efetivado	hp14716722387131		completo	comisso de venda		35.00	foguete play + ao vivo	465.59
28/12/2022	12/01/2023	efetivado	hp48816722373061		completo	tarifa hotmart		-2.88	foguete play + ao vivo	430.59
28/12/2022	12/01/2023	efetivado	hp48816722373061		completo	comisso co-produtor		-9.13	foguete play + ao vivo	433.47
28/12/2022	12/01/2023	efetivado	hp48816722373061		completo	comisso co-produtor		-10.14	foguete play + ao vivo	442.60
28/12/2022	12/01/2023	efetivado	hp48816722373061		completo	comisso afiliado		-13.52	foguete play + ao vivo	452.74
28/12/2022	12/01/2023	efetivado	hp48816722373061		completo	comisso de venda		36.68	foguete play + ao vivo	466.26
28/12/2022	12/01/2023	efetivado	hp12616722369831		completo	tarifa hotmart		-0.96	foguete play	429.58
28/12/2022	12/01/2023	efetivado	hp12616722369831		completo	comisso afiliado		-1.21	foguete play	430.54
28/12/2022	12/01/2023	efetivado	hp12616722369831		completo	comisso co-produtor		-2.17	foguete play	431.75
28/12/2022	12/01/2023	efetivado	hp12616722369831		completo	comisso co-produtor		-2.42	foguete play	433.92
28/12/2022	12/01/2023	efetivado	hp12616722369831		completo	comisso de venda		7.00	foguete play	436.34
28/12/2022	12/01/2023	efetivado	hp40216722367216		completo	tarifa hotmart		-0.98	foguete play	429.34
28/12/2022	12/01/2023	efetivado	hp40216722367216		completo	comisso co-produtor		-2.86	foguete play	430.32
28/12/2022	12/01/2023	efetivado	hp40216722367216		completo	comisso co-produtor		-3.18	foguete play	433.18
28/12/2022	12/01/2023	efetivado	hp40216722367216		completo	comisso de venda		7.34	foguete play	436.36
