lkp1_nome_estabelecimento;data_movimento;competencia;lote;lancamento;ordem;numero_titulo;numero;codigo;lkp2_historico_movimento_contabil;historico;centro_custo;cdeb_codigo_contabil;cdeb_codigo_reduzido;cdeb_titulo;cred_codigo_contabil;cred_codigo_reduzido;cred_titulo;sql_debito;sql_credito;codigo_contabil;codigo_reduzido;tipo_operacao;valor_movimento
paramalhas matriz;05/07/2023;202307;253;1;1;507;;160;taxas bancarias;sicredi - 507/507;;4.3.1.1.2;14701;despesas bancarias;;;;-21.0;;4.3.1.1.2;14701;-1;21.00
paramalhas matriz;05/07/2023;202307;253;1;2;507;;160;taxas bancarias;sicredi - 507/507;;;;;1.1.1.2.2;11003;banco sicredi c/c;;21.0;1.1.1.2.2;11003;1;21.00
paramalhas matriz;05/07/2023;202307;;32063;1;;;150;valor ref;desconto nd. 01.01.23.121202 processo 23/03691 pedido peças vulcabras;;1.1.2.5.1.12.2;11042;efficienza import e export ltda;;;;-20.82;;1.1.2.5.1.12.2;11042;-1;20.82
paramalhas matriz;05/07/2023;202307;;32063;2;;;150;valor ref;desconto nd. 01.01.23.121202 processo 23/03691 pedido peças vulcabras;;;;;4.3.1.2.1;14710;(-) descontos obtidos;;20.82;4.3.1.2.1;14710;1;20.82
paramalhas matriz;05/07/2023;202307;1943;1;1;12992;;70;cliente - recto dpl/boleto;jakliz têxtil ltda - 12992/3;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1000.0;;1.1.1.2.1;11002;-1;1000.00
paramalhas matriz;05/07/2023;202307;1943;1;2;12992;;70;cliente - recto dpl/boleto;jakliz têxtil ltda - 12992/3;;;;;1.1.2.1.20800;20800;jakliz têxtil ltda;;1000.0;1.1.2.1.20800;20800;1;1000.00
paramalhas matriz;06/07/2023;202307;1700;1;1;611;;70;cliente - recto dpl/boleto;arend & pasa ltda - epp - 611/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-758.6;;1.1.1.2.1;11002;-1;758.60
paramalhas matriz;06/07/2023;202307;1700;1;2;611;;70;cliente - recto dpl/boleto;arend & pasa ltda - epp - 611/2;;;;;1.1.2.1.20467;20467;arend & pasa ltda - epp;;758.6;1.1.2.1.20467;20467;1;758.60
paramalhas matriz;06/07/2023;202307;1885;1;1;625;;80;recebimento de juros;malhas rb ltda - me - 625/1;;1.1.2.1.15073;15067;malhas rb ltda - me;;;;-8.54;;1.1.2.1.15073;15067;-1;8.54
paramalhas matriz;06/07/2023;202307;1885;1;2;625;;80;recebimento de juros;malhas rb ltda - me - 625/1;;;;;4.3.1.2.2;14711;(-) juros ativos;;8.54;4.3.1.2.2;14711;1;8.54
paramalhas matriz;06/07/2023;202307;1885;1;3;625;;70;cliente - recto dpl/boleto;malhas rb ltda - me - 625/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-708.54;;1.1.1.2.1;11002;-1;708.54
paramalhas matriz;06/07/2023;202307;1885;1;4;625;;70;cliente - recto dpl/boleto;malhas rb ltda - me - 625/1;;;;;1.1.2.1.15073;15067;malhas rb ltda - me;;708.54;1.1.2.1.15073;15067;1;708.54
paramalhas matriz;06/07/2023;202307;1886;1;1;13178;;70;cliente - recto dpl/boleto;industria e comercio de confeccoes maleserge ltda - me - 13178/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-590.0;;1.1.1.2.1;11002;-1;590.00
paramalhas matriz;06/07/2023;202307;1886;1;2;13178;;70;cliente - recto dpl/boleto;industria e comercio de confeccoes maleserge ltda - me - 13178/1;;;;;1.1.2.1.20107;20107;industria e comercio de confeccoes maleserge ltda - me;;590.0;1.1.2.1.20107;20107;1;590.00
paramalhas matriz;06/07/2023;202307;251;1;1;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp filial - 13263;;1.1.2.5.1.11;11080;mercadorias em transito;;;;-663.41;;1.1.2.5.1.11;11080;-1;663.41
paramalhas matriz;06/07/2023;202307;251;1;2;;13263;4;transferencia empresas;paramalhas comercio e representacoes ltda - epp filial - 13263;;;;;1.1.3.1.3;11074;peças de reposição;;663.41;1.1.3.1.3;11074;1;663.41
paramalhas matriz;06/07/2023;202307;315;1;1;72023;;160;taxas bancarias;banco do brasil - 72023/1;;4.3.1.1.2;14701;despesas bancarias;;;;-53.85;;4.3.1.1.2;14701;-1;53.85
paramalhas matriz;06/07/2023;202307;315;1;2;72023;;160;taxas bancarias;banco do brasil - 72023/1;;;;;1.1.1.2.1;11002;banco do brasil c/c;;53.85;1.1.1.2.1;11002;1;53.85
paramalhas matriz;06/07/2023;202307;;31950;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;1.1.1.4.3;11007;banco do brasil aplicação cdb;;;;-2503.29;;1.1.1.4.3;11007;-1;2503.29
paramalhas matriz;06/07/2023;202307;;31951;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;;;;1.1.1.2.1;11002;banco do brasil c/c;;2503.29;1.1.1.2.1;11002;1;2503.29
paramalhas matriz;06/07/2023;202307;316;1;1;2;;60;fornecedor - pgto dpl;marcio rogerio garves - 2/0;;2.1.1.1.25425;25425;marcio rogerio garves;;;;-8752.6;;2.1.1.1.25425;25425;-1;8752.60
paramalhas matriz;06/07/2023;202307;316;1;2;2;;60;fornecedor - pgto dpl;marcio rogerio garves - 2/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;8752.6;1.1.1.2.2;11003;1;8752.60
paramalhas matriz;07/07/2023;202307;1701;1;1;13153;;80;recebimento de juros;sensuel tricot industria de malhas ltda - 13153/1;;1.1.2.1.15856;15070;sensuel tricot industria de malhas ltda;;;;-23.84;;1.1.2.1.15856;15070;-1;23.84
paramalhas matriz;07/07/2023;202307;1701;1;2;13153;;80;recebimento de juros;sensuel tricot industria de malhas ltda - 13153/1;;;;;4.3.1.2.2;14711;(-) juros ativos;;23.84;4.3.1.2.2;14711;1;23.84
paramalhas matriz;07/07/2023;202307;1701;1;3;13153;;70;cliente - recto dpl/boleto;sensuel tricot industria de malhas ltda - 13153/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-823.84;;1.1.1.2.1;11002;-1;823.84
paramalhas matriz;07/07/2023;202307;1701;1;4;13153;;70;cliente - recto dpl/boleto;sensuel tricot industria de malhas ltda - 13153/1;;;;;1.1.2.1.15856;15070;sensuel tricot industria de malhas ltda;;823.84;1.1.2.1.15856;15070;1;823.84
paramalhas matriz;07/07/2023;202307;369;1;1;387567;;60;fornecedor - pgto dpl;alelo instituicao de pagamento sa - 387567/0;;2.1.1.1.25832;25832;alelo instituicao de pagamento sa;;;;-4858.8;;2.1.1.1.25832;25832;-1;4858.80
paramalhas matriz;07/07/2023;202307;369;1;2;387567;;60;fornecedor - pgto dpl;alelo instituicao de pagamento sa - 387567/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;4858.8;1.1.1.2.2;11003;1;4858.80
paramalhas matriz;07/07/2023;202307;371;1;1;12667;;162;descontos concedidos- despesa;douglas wellington de sales - me - 12667/1;;4.3.1.1.1;14700;descontos concedidos;;;;-0.35;;4.3.1.1.1;14700;-1;0.35
paramalhas matriz;07/07/2023;202307;371;1;2;12667;;162;descontos concedidos- despesa;douglas wellington de sales - me - 12667/1;;;;;1.1.2.1.15402;15190;douglas wellington de sales me;;0.35;1.1.2.1.15402;15190;1;0.35
paramalhas matriz;07/07/2023;202307;372;1;1;12667;;70;cliente - recto dpl/boleto;douglas wellington de sales - me - 12667/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-234.0;;1.1.1.2.1;11002;-1;234.00
paramalhas matriz;07/07/2023;202307;372;1;2;12667;;70;cliente - recto dpl/boleto;douglas wellington de sales - me - 12667/1;;;;;1.1.2.1.15402;15190;douglas wellington de sales me;;234.0;1.1.2.1.15402;15190;1;234.00
paramalhas matriz;07/07/2023;202307;374;1;1;72023;;160;taxas bancarias;banco do brasil - 72023/1;;4.3.1.1.2;14701;despesas bancarias;;;;-26.69;;4.3.1.1.2;14701;-1;26.69
paramalhas matriz;07/07/2023;202307;374;1;2;72023;;160;taxas bancarias;banco do brasil - 72023/1;;;;;1.1.1.2.1;11002;banco do brasil c/c;;26.69;1.1.1.2.1;11002;1;26.69
paramalhas matriz;07/07/2023;202307;;31954;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;1.1.1.4.3;11007;banco do brasil aplicação cdb;;;;-21187.34;;1.1.1.4.3;11007;-1;21187.34
paramalhas matriz;07/07/2023;202307;;31955;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;;;;1.1.1.2.1;11002;banco do brasil c/c;;21187.34;1.1.1.2.1;11002;1;21187.34
paramalhas matriz;10/07/2023;202307;442;1;1;49738;;60;fornecedor - pgto dpl;lubmaster produtos especiais ltda - 49738/3;;2.1.1.1.16187;16084;lubmaster produtos especiais ltda;;;;-2462.97;;2.1.1.1.16187;16084;-1;2462.97
paramalhas matriz;10/07/2023;202307;442;1;2;49738;;60;fornecedor - pgto dpl;lubmaster produtos especiais ltda - 49738/3;;;;;1.1.1.2.2;11003;banco sicredi c/c;;2462.97;1.1.1.2.2;11003;1;2462.97
paramalhas matriz;10/07/2023;202307;443;1;1;49737;;60;fornecedor - pgto dpl;lubmaster produtos especiais ltda - 49737/3;;2.1.1.1.16187;16084;lubmaster produtos especiais ltda;;;;-2218.65;;2.1.1.1.16187;16084;-1;2218.65
paramalhas matriz;10/07/2023;202307;443;1;2;49737;;60;fornecedor - pgto dpl;lubmaster produtos especiais ltda - 49737/3;;;;;1.1.1.2.2;11003;banco sicredi c/c;;2218.65;1.1.1.2.2;11003;1;2218.65
paramalhas matriz;10/07/2023;202307;444;1;1;128945;;60;fornecedor - pgto dpl;cipnet servicos de internet ltda - 128945/1;;2.1.1.1.25737;25737;cipnet servicos de internet ltda;;;;-54.4;;2.1.1.1.25737;25737;-1;54.40
paramalhas matriz;10/07/2023;202307;444;1;2;128945;;60;fornecedor - pgto dpl;cipnet servicos de internet ltda - 128945/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;54.4;1.1.1.2.2;11003;1;54.40
paramalhas matriz;10/07/2023;202307;445;1;1;8002;;60;fornecedor - pgto dpl;mcs - serra contabilidade ltda - 8002/1;;2.1.1.1.25091;25091;mcs - serra contabilidade ltda;;;;-4650.0;;2.1.1.1.25091;25091;-1;4650.00
paramalhas matriz;10/07/2023;202307;445;1;2;8002;;60;fornecedor - pgto dpl;mcs - serra contabilidade ltda - 8002/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;4650.0;1.1.1.2.2;11003;1;4650.00
paramalhas matriz;10/07/2023;202307;447;1;1;2023503;;60;fornecedor - pgto dpl;prd tecnologia de gestao ltda - 2023503/0;;2.1.1.1.25327;25327;prd tecnologia de gestão ltda.;;;;-1474.22;;2.1.1.1.25327;25327;-1;1474.22
paramalhas matriz;10/07/2023;202307;447;1;2;2023503;;60;fornecedor - pgto dpl;prd tecnologia de gestao ltda - 2023503/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;1474.22;1.1.1.2.2;11003;1;1474.22
paramalhas matriz;10/07/2023;202307;448;1;1;91776;;60;fornecedor - pgto dpl;stv seguranca, tecnologia e vigilancia patrim ltda - 91776/1;;2.1.1.1.25453;25453;stv seguranca, tecnologia e vigilancia patrim ltda;;;;-377.79;;2.1.1.1.25453;25453;-1;377.79
paramalhas matriz;10/07/2023;202307;448;1;2;91776;;60;fornecedor - pgto dpl;stv seguranca, tecnologia e vigilancia patrim ltda - 91776/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;377.79;1.1.1.2.2;11003;1;377.79
paramalhas matriz;10/07/2023;202307;449;1;1;127826;;60;fornecedor - pgto dpl;aw servicos de informacoes comerciais ltda - me - 127826/0;;2.1.1.1.25270;25270;aw servicos de informacoes comerciais ltda - me;;;;-1465.0;;2.1.1.1.25270;25270;-1;1465.00
paramalhas matriz;10/07/2023;202307;449;1;2;127826;;60;fornecedor - pgto dpl;aw servicos de informacoes comerciais ltda - me - 127826/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;1465.0;1.1.1.2.2;11003;1;1465.00
paramalhas matriz;10/07/2023;202307;450;1;1;691;;60;fornecedor - pgto dpl;creative team marketing digital ltda - 691/1;;2.1.1.1.25622;25622;creative team marketing digital ltda;;;;-4000.0;;2.1.1.1.25622;25622;-1;4000.00
paramalhas matriz;10/07/2023;202307;450;1;2;691;;60;fornecedor - pgto dpl;creative team marketing digital ltda - 691/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;4000.0;1.1.1.2.2;11003;1;4000.00
paramalhas matriz;10/07/2023;202307;451;1;1;577237;;60;fornecedor - pgto dpl;brsulnet telecom ltda - 577237/0;;2.1.1.1.25785;25785;brsulnet telecom ltda;;;;-269.9;;2.1.1.1.25785;25785;-1;269.90
paramalhas matriz;10/07/2023;202307;451;1;2;577237;;60;fornecedor - pgto dpl;brsulnet telecom ltda - 577237/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;269.9;1.1.1.2.2;11003;1;269.90
paramalhas matriz;10/07/2023;202307;452;1;1;21941;;60;fornecedor - pgto dpl;edenred solucoes de mobilidade e instituicao de pagamento hu s.a. - 21941/0;;2.1.1.1.25816;25816;edenred solucoes de mobilidade e instituicao de pagamento hu s.a.;;;;-14.92;;2.1.1.1.25816;25816;-1;14.92
paramalhas matriz;10/07/2023;202307;452;1;2;21941;;60;fornecedor - pgto dpl;edenred solucoes de mobilidade e instituicao de pagamento hu s.a. - 21941/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;14.92;1.1.1.2.2;11003;1;14.92
paramalhas matriz;10/07/2023;202307;453;1;1;54937;;60;fornecedor - pgto dpl;acefran comercio de embalagens ltda - 54937/1;;2.1.1.1.25389;25389;acefran comercio de embalagens ltda;;;;-139.4;;2.1.1.1.25389;25389;-1;139.40
paramalhas matriz;10/07/2023;202307;453;1;2;54937;;60;fornecedor - pgto dpl;acefran comercio de embalagens ltda - 54937/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;139.4;1.1.1.2.2;11003;1;139.40
paramalhas matriz;10/07/2023;202307;454;1;1;54936;;60;fornecedor - pgto dpl;acefran comercio de embalagens ltda - 54936/1;;2.1.1.1.25389;25389;acefran comercio de embalagens ltda;;;;-167.4;;2.1.1.1.25389;25389;-1;167.40
paramalhas matriz;10/07/2023;202307;454;1;2;54936;;60;fornecedor - pgto dpl;acefran comercio de embalagens ltda - 54936/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;167.4;1.1.1.2.2;11003;1;167.40
paramalhas matriz;10/07/2023;202307;455;1;1;2592;;60;fornecedor - pgto dpl;mambrini & advogados associados sc - 2592/0;;2.1.1.1.16105;17021;mambrini e scortegagna advog assoc;;;;-1056.0;;2.1.1.1.16105;17021;-1;1056.00
paramalhas matriz;10/07/2023;202307;455;1;2;2592;;60;fornecedor - pgto dpl;mambrini & advogados associados sc - 2592/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;1056.0;1.1.1.2.2;11003;1;1056.00
paramalhas matriz;10/07/2023;202307;456;1;1;102585;;60;fornecedor - pgto dpl;camara ind e com e serv de caxias do sul - 102585/0;;2.1.1.1.16001;16983;camara de industria com e serv cx sul;;;;-45.0;;2.1.1.1.16001;16983;-1;45.00
paramalhas matriz;10/07/2023;202307;456;1;2;102585;;60;fornecedor - pgto dpl;camara ind e com e serv de caxias do sul - 102585/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;45.0;1.1.1.2.2;11003;1;45.00
paramalhas matriz;10/07/2023;202307;457;1;1;519;;60;fornecedor - pgto dpl;sol cursos e laudos tecnicos ltda - 519/1;;2.1.1.1.25836;25836;sol cursos e laudos tecnicos ltda;;;;-220.0;;2.1.1.1.25836;25836;-1;220.00
paramalhas matriz;10/07/2023;202307;457;1;2;519;;60;fornecedor - pgto dpl;sol cursos e laudos tecnicos ltda - 519/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;220.0;1.1.1.2.2;11003;1;220.00
paramalhas matriz;10/07/2023;202307;459;1;1;2075811;;60;fornecedor - pgto dpl;claro s.a - 2075811/0;;2.1.1.1.25341;25341;claro s.a;;;;-394.27;;2.1.1.1.25341;25341;-1;394.27
paramalhas matriz;10/07/2023;202307;459;1;2;2075811;;60;fornecedor - pgto dpl;claro s.a - 2075811/0;;;;;1.1.1.2.2;11003;banco sicredi c/c;;394.27;1.1.1.2.2;11003;1;394.27
paramalhas matriz;10/07/2023;202307;460;1;1;1307;;60;fornecedor - pgto dpl;retilinea desenvolvimento empresarial ltda - 1307/3;;2.1.1.1.25820;25820;retilinea desenvolvimento empresarial ltda;;;;-3190.4;;2.1.1.1.25820;25820;-1;3190.40
paramalhas matriz;10/07/2023;202307;460;1;2;1307;;60;fornecedor - pgto dpl;retilinea desenvolvimento empresarial ltda - 1307/3;;;;;1.1.1.2.2;11003;banco sicredi c/c;;3190.4;1.1.1.2.2;11003;1;3190.40
paramalhas matriz;10/07/2023;202307;461;1;1;311843;;60;fornecedor - pgto dpl;vulcano - comercio de borrachas ltda - 311843/1;;2.1.1.1.16266;16283;vulcano comercio de borrachas ltda;;;;-315.0;;2.1.1.1.16266;16283;-1;315.00
paramalhas matriz;10/07/2023;202307;461;1;2;311843;;60;fornecedor - pgto dpl;vulcano - comercio de borrachas ltda - 311843/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;315.0;1.1.1.2.2;11003;1;315.00
paramalhas matriz;10/07/2023;202307;462;1;1;42041;;60;fornecedor - pgto dpl;rjs correias e emendas ltda - 42041/1;;2.1.1.1.25839;25839;rjs correias e emendas ltda;;;;-169.5;;2.1.1.1.25839;25839;-1;169.50
paramalhas matriz;10/07/2023;202307;462;1;2;42041;;60;fornecedor - pgto dpl;rjs correias e emendas ltda - 42041/1;;;;;1.1.1.2.2;11003;banco sicredi c/c;;169.5;1.1.1.2.2;11003;1;169.50
paramalhas matriz;10/07/2023;202307;1906;1;1;13176;;70;cliente - recto dpl/boleto;cellus textil ltda epp - 13176/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-801.25;;1.1.1.2.1;11002;-1;801.25
paramalhas matriz;10/07/2023;202307;1906;1;2;13176;;70;cliente - recto dpl/boleto;cellus textil ltda epp - 13176/1;;;;;1.1.2.1.15416;15604;cellus textil ltda epp;;801.25;1.1.2.1.15416;15604;1;801.25
paramalhas matriz;10/07/2023;202307;1907;1;1;13177;;70;cliente - recto dpl/boleto;itm industrias texteis h milagre ltda - 13177/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-4600.0;;1.1.1.2.1;11002;-1;4600.00
paramalhas matriz;10/07/2023;202307;1907;1;2;13177;;70;cliente - recto dpl/boleto;itm industrias texteis h milagre ltda - 13177/1;;;;;1.1.2.1.20112;20112;itm industrias texteis h milagre ltda;;4600.0;1.1.2.1.20112;20112;1;4600.00
paramalhas matriz;10/07/2023;202307;1908;1;1;13179;;70;cliente - recto dpl/boleto;ponto design industria e comercio de confeccoes ltda epp - 13179/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-984.5;;1.1.1.2.1;11002;-1;984.50
paramalhas matriz;10/07/2023;202307;1908;1;2;13179;;70;cliente - recto dpl/boleto;ponto design industria e comercio de confeccoes ltda epp - 13179/1;;;;;1.1.2.1.15002;15474;ponto design ind e com de confec ltda;;984.5;1.1.2.1.15002;15474;1;984.50
paramalhas matriz;10/07/2023;202307;1909;1;1;13222;;70;cliente - recto dpl/boleto;daksul jeans ltda - 13222/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1250.0;;1.1.1.2.1;11002;-1;1250.00
paramalhas matriz;10/07/2023;202307;1909;1;2;13222;;70;cliente - recto dpl/boleto;daksul jeans ltda - 13222/1;;;;;1.1.2.1.15046;15210;daksul jeans ltda;;1250.0;1.1.2.1.15046;15210;1;1250.00
paramalhas matriz;10/07/2023;202307;473;1;1;72023;;160;taxas bancarias;banco do brasil - 72023/1;;4.3.1.1.2;14701;despesas bancarias;;;;-38.79;;4.3.1.1.2;14701;-1;38.79
paramalhas matriz;10/07/2023;202307;473;1;2;72023;;160;taxas bancarias;banco do brasil - 72023/1;;;;;1.1.1.2.1;11002;banco do brasil c/c;;38.79;1.1.1.2.1;11002;1;38.79
paramalhas matriz;10/07/2023;202307;474;1;1;72023;;160;taxas bancarias;banco do brasil - 72023/1;;4.3.1.1.2;14701;despesas bancarias;;;;-69.0;;4.3.1.1.2;14701;-1;69.00
paramalhas matriz;10/07/2023;202307;474;1;2;72023;;160;taxas bancarias;banco do brasil - 72023/1;;;;;1.1.1.2.1;11002;banco do brasil c/c;;69.0;1.1.1.2.1;11002;1;69.00
paramalhas matriz;10/07/2023;202307;;31956;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;1.1.1.4.3;11007;banco do brasil aplicação cdb;;;;-42329.09;;1.1.1.4.3;11007;-1;42329.09
paramalhas matriz;10/07/2023;202307;;31957;1;;;330;vlr transferencia entre contas;aplicação financeira banco do brasil;;;;;1.1.1.2.1;11002;banco do brasil c/c;;42329.09;1.1.1.2.1;11002;1;42329.09
paramalhas matriz;10/07/2023;202307;478;1;1;13186;;70;cliente - recto dpl/boleto;vulcabras - ce calcados e artigos esportivos s/a - 13186/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-33581.13;;1.1.1.2.1;11002;-1;33581.13
paramalhas matriz;10/07/2023;202307;478;1;2;13186;;70;cliente - recto dpl/boleto;vulcabras - ce calcados e artigos esportivos s/a - 13186/1;;;;;1.1.2.1.20480;20480;vulcabras - ce calcados e artigos esportivos s/a;;33581.13;1.1.2.1.20480;20480;1;33581.13
paramalhas matriz;10/07/2023;202307;1907;1;1;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-414.8;;1.1.1.2.1;11002;-1;414.80
paramalhas matriz;10/07/2023;202307;1907;1;2;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/1;;;;;1.1.2.1.20529;20529;boneco de neve confeccoes ltda;;414.8;1.1.2.1.20529;20529;1;414.80
paramalhas matriz;10/07/2023;202307;614;1;1;5388352;;161;pagto de juros;dell computadores do brasil ltda. - 5388352/0;;4.3.1.1.3;14702;juros pagos s/ duplicatas;;;;-181.06;;4.3.1.1.3;14702;-1;181.06
paramalhas matriz;10/07/2023;202307;614;1;2;5388352;;161;pagto de juros;dell computadores do brasil ltda. - 5388352/0;;;;;2.1.1.1.25797;25797;dell computadores do brasil ltda.;;181.06;2.1.1.1.25797;25797;1;181.06
paramalhas matriz;10/07/2023;202307;615;1;1;5388352;;60;fornecedor - pgto dpl;dell computadores do brasil ltda. - 5388352/0;;2.1.1.1.25797;25797;dell computadores do brasil ltda.;;;;-8368.12;;2.1.1.1.25797;25797;-1;8368.12
paramalhas matriz;10/07/2023;202307;615;1;2;5388352;;60;fornecedor - pgto dpl;dell computadores do brasil ltda. - 5388352/0;;;;;1.1.2.5.1.2;11014;adiantamento a fornecedores ;;8368.12;1.1.2.5.1.2;11014;1;8368.12
paramalhas matriz;10/07/2023;202307;1933;1;1;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-402.6;;1.1.1.2.1;11002;-1;402.60
paramalhas matriz;10/07/2023;202307;1933;1;2;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/2;;;;;1.1.2.1.20529;20529;boneco de neve confeccoes ltda;;402.6;1.1.2.1.20529;20529;1;402.60
paramalhas matriz;10/07/2023;202307;1940;1;1;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/3;;1.1.1.2.1;11002;banco do brasil c/c;;;;-402.6;;1.1.1.2.1;11002;-1;402.60
paramalhas matriz;10/07/2023;202307;1940;1;2;12897;;70;cliente - recto dpl/boleto;boneco de neve confeccoes ltda - 12897/3;;;;;1.1.2.1.20529;20529;boneco de neve confeccoes ltda;;402.6;1.1.2.1.20529;20529;1;402.60
paramalhas matriz;11/07/2023;202307;1902;1;1;12912;;70;cliente - recto dpl/boleto;tiburski & nabosne ltda - 12912/4;;1.1.1.2.1;11002;banco do brasil c/c;;;;-2043.75;;1.1.1.2.1;11002;-1;2043.75
paramalhas matriz;11/07/2023;202307;1902;1;2;12912;;70;cliente - recto dpl/boleto;tiburski & nabosne ltda - 12912/4;;;;;1.1.2.1.15103;15122;tiburski e nabosne ltda;;2043.75;1.1.2.1.15103;15122;1;2043.75
paramalhas matriz;11/07/2023;202307;1702;1;1;13100;;70;cliente - recto dpl/boleto;industria comercio e representacoes de malhas daiane ltda - 13100/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1462.0;;1.1.1.2.1;11002;-1;1462.00
paramalhas matriz;11/07/2023;202307;1702;1;2;13100;;70;cliente - recto dpl/boleto;industria comercio e representacoes de malhas daiane ltda - 13100/2;;;;;1.1.2.1.15008;15480;industria comercio e representacoes de malhas daiane ltda;;1462.0;1.1.2.1.15008;15480;1;1462.00
paramalhas matriz;11/07/2023;202307;1703;1;1;13104;;70;cliente - recto dpl/boleto;arend & pasa ltda - epp - 13104/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-912.0;;1.1.1.2.1;11002;-1;912.00
paramalhas matriz;11/07/2023;202307;1703;1;2;13104;;70;cliente - recto dpl/boleto;arend & pasa ltda - epp - 13104/2;;;;;1.1.2.1.20467;20467;arend & pasa ltda - epp;;912.0;1.1.2.1.20467;20467;1;912.00
paramalhas matriz;11/07/2023;202307;1704;1;1;13106;;70;cliente - recto dpl/boleto;itm industrias texteis h milagre ltda - 13106/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1800.0;;1.1.1.2.1;11002;-1;1800.00
paramalhas matriz;11/07/2023;202307;1704;1;2;13106;;70;cliente - recto dpl/boleto;itm industrias texteis h milagre ltda - 13106/2;;;;;1.1.2.1.20112;20112;itm industrias texteis h milagre ltda;;1800.0;1.1.2.1.20112;20112;1;1800.00
paramalhas matriz;11/07/2023;202307;1705;1;1;13121;;70;cliente - recto dpl/boleto;malhas dalane ltda - epp - 13121/2;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1100.0;;1.1.1.2.1;11002;-1;1100.00
paramalhas matriz;11/07/2023;202307;1705;1;2;13121;;70;cliente - recto dpl/boleto;malhas dalane ltda - epp - 13121/2;;;;;1.1.2.1.15366;15469;malhas dalane ltda;;1100.0;1.1.2.1.15366;15469;1;1100.00
paramalhas matriz;11/07/2023;202307;1902;1;1;13183;;70;cliente - recto dpl/boleto;isbangy eirele - me - 13183/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-1110.0;;1.1.1.2.1;11002;-1;1110.00
paramalhas matriz;11/07/2023;202307;1902;1;2;13183;;70;cliente - recto dpl/boleto;isbangy eirele - me - 13183/1;;;;;1.1.2.1.15837;15752;isbangy eirele - me;;1110.0;1.1.2.1.15837;15752;1;1110.00
paramalhas matriz;11/07/2023;202307;1903;1;1;628;;70;cliente - recto dpl/boleto;sensuel tricot industria de malhas ltda - 628/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-370.0;;1.1.1.2.1;11002;-1;370.00
paramalhas matriz;11/07/2023;202307;1903;1;2;628;;70;cliente - recto dpl/boleto;sensuel tricot industria de malhas ltda - 628/1;;;;;1.1.2.1.15856;15070;sensuel tricot industria de malhas ltda;;370.0;1.1.2.1.15856;15070;1;370.00
paramalhas matriz;11/07/2023;202307;1904;1;1;629;;70;cliente - recto dpl/boleto;malhas dalane ltda - epp - 629/1;;1.1.1.2.1;11002;banco do brasil c/c;;;;-100.0;;1.1.1.2.1;11002;-1;100.00
